Date,adj close_meta,close_meta,high_meta,low_meta,open_meta,volume_meta,log_close_meta
2014-08-01,72.14279174804688,,73.22000122070312,71.55000305175781,72.22000122070312,43535000,
2014-08-04,73.28933715820312,1.1500015258789062,73.87999725341797,72.36000061035156,72.36000061035156,30777000,0.01576781148437778
2014-08-05,72.47179412841797,-0.8199996948242188,73.58999633789062,72.18000030517578,73.19999694824219,34986000,-0.01121762336330967
2014-08-06,72.25245666503906,-0.220001220703125,73.72000122070312,71.79000091552734,72.0199966430664,30986000,-0.003031157117648675
2014-08-07,72.95035552978516,0.6999969482421875,74.0,72.69999694824219,73.0,38141000,0.009612775905829984
2014-08-08,72.84068298339844,-0.1100006103515625,73.43000030517578,72.55999755859375,73.4000015258789,27202000,-0.0015044879205943218
2014-08-11,73.21954345703125,0.3800048828125,73.91000366210938,73.05999755859375,73.45999908447266,24591000,0.00518779160510352
2014-08-12,72.61138153076172,-0.6100006103515625,73.33000183105469,72.22000122070312,73.08999633789062,27419000,-0.008340796184470811
2014-08-13,73.54855346679688,0.9399948120117188,74.25,73.05000305175781,73.12000274658203,29266000,0.012824116019493736
2014-08-14,74.07696533203125,0.5300064086914062,74.37999725341797,73.69000244140625,73.97000122070312,22207000,0.007158893406362665
2014-08-15,73.40897369384766,-0.6700057983398438,74.6500015258789,73.0,74.31999969482422,38846600,-0.009058478719030205
2014-08-18,74.3660888671875,0.9599990844726562,74.72000122070312,73.95999908447266,74.0,23974000,0.012953886792412383
2014-08-19,75.06399536132812,0.7000045776367188,75.58000183105469,74.51000213623047,74.80999755859375,26679000,0.009340935151492147
2014-08-20,74.5854263305664,-0.48000335693359375,75.18000030517578,74.62000274658203,74.97000122070312,22917000,-0.0063958027724879685
2014-08-21,74.34615325927734,-0.23999786376953125,75.19000244140625,74.41000366210938,74.91999816894531,20102000,-0.0032132557863260303
2014-08-22,74.34615325927734,0.0,74.7300033569336,73.56999969482422,74.33999633789062,20897000,0.0
2014-08-25,74.7947998046875,0.4499969482421875,75.27999877929688,74.79000091552734,74.94000244140625,19734000,0.006016422443329006
2014-08-26,75.73197937011719,0.94000244140625,75.98999786376953,74.7300033569336,75.0,23993000,0.012452173984771164
2014-08-27,74.40596771240234,-1.3300018310546875,75.48999786376953,74.45999908447266,75.2699966430664,36323000,-0.017664339550687913
2014-08-28,73.6382827758789,-0.7699966430664062,74.43000030517578,73.7300033569336,74.0,21947000,-0.010371116652596157
2014-08-29,74.59540557861328,0.9599990844726562,74.81999969482422,74.01000213623047,74.30000305175781,26241000,0.012913807153155155
2014-09-02,76.44981384277344,1.8600006103515625,76.69999694824219,74.81999969482422,75.01000213623047,34979000,0.02455569731610474
2014-09-03,75.60237884521484,-0.8499984741210938,77.4800033569336,75.5999984741211,77.13999938964844,32389000,-0.011146905297623633
2014-09-04,75.72200775146484,0.1199951171875,76.93000030517578,75.52999877929688,75.88999938964844,26676000,0.0015811720009564212
2014-09-05,77.02808380126953,1.3100051879882812,77.37999725341797,75.5999984741211,76.0999984741211,29476000,0.017101196027386578
2014-09-08,77.65618133544922,0.6299972534179688,78.16999816894531,77.01000213623047,77.26000213623047,28183000,0.008121182207761812
2014-09-09,76.43984985351562,-1.220001220703125,78.16999816894531,76.19999694824219,77.58999633789062,28882000,-0.01578709340726725
2014-09-10,77.19756317138672,0.7600021362304688,77.94999694824219,76.51000213623047,76.5199966430664,29909000,0.009863832651424431
2014-09-11,77.68609619140625,0.48999786376953125,78.36000061035156,77.05000305175781,77.12999725341797,32219000,0.006308329495174014
2014-09-12,77.24742126464844,-0.43999481201171875,78.30000305175781,77.0999984741211,78.0199966430664,26676800,-0.005662753969870593
2014-09-15,74.35612487792969,-2.9000015258789062,77.25,73.43000030517578,77.1500015258789,49679000,-0.03814748256302192
2014-09-16,75.85161590576172,1.5,76.2300033569336,73.06999969482422,73.5199966430664,37742000,0.01991304300239971
2014-09-17,76.20057678222656,0.34999847412109375,77.25,75.56999969482422,75.95999908447266,28693000,0.004589850943046869
2014-09-18,76.76885986328125,0.5699996948242188,77.33000183105469,76.5199966430664,76.7699966430664,23031000,0.007430128606012332
2014-09-19,77.67613220214844,0.910003662109375,78.30000305175781,76.44000244140625,77.4000015258789,76671000,0.011748939493437582
2014-09-22,76.56946563720703,-1.1100006103515625,77.52999877929688,75.94999694824219,77.0,31961000,-0.014349681457066055
2014-09-23,78.05499267578125,1.4899978637695312,78.62999725341797,76.04000091552734,76.33000183105469,36814000,0.019215212723818986
2014-09-24,78.30422973632812,0.25,78.62000274658203,77.51000213623047,78.0999984741211,30680000,0.003188168192817642
2014-09-25,76.98819732666016,-1.3199996948242188,78.94000244140625,77.12999725341797,78.5999984741211,37533000,-0.016949554162480673
2014-09-26,78.5534896850586,1.5699996948242188,78.83999633789062,77.33000183105469,77.58999633789062,28872000,0.02012759023322719
2014-09-29,78.76285552978516,0.20999908447265625,79.19999694824219,77.91000366210938,78.12000274658203,34031000,0.002661755589582704
2014-09-30,78.802734375,0.04000091552734375,79.70999908447266,78.5999984741211,79.3499984741211,35899000,0.0005062125556793973
2014-10-01,76.3202133178711,-2.4899978637695312,78.81999969482422,75.9000015258789,78.77999877929688,55090000,-0.032009903052806266
2014-10-02,76.84862518310547,0.529998779296875,77.4800033569336,75.63999938964844,76.56999969482422,36488000,0.0068997053315209556
2014-10-03,77.2075424194336,0.3600006103515625,78.05999755859375,77.26000213623047,77.76000213623047,23340000,0.004659607193329585
2014-10-06,77.32717895507812,0.1199951171875,77.88999938964844,76.8499984741211,77.19000244140625,25729000,0.001548324402058654
2014-10-07,76.06098937988281,-1.2699966430664062,77.94999694824219,76.23999786376953,77.05000305175781,25317000,-0.016509918794045397
2014-10-08,77.28730010986328,1.2299957275390625,77.70999908447266,75.0999984741211,76.18000030517578,32976000,0.01599404417565431
2014-10-09,75.68213653564453,-1.6099929809570312,77.76000213623047,75.8499984741211,77.27999877929688,32487000,-0.02098744800695762
2014-10-10,72.6911392211914,-3.0,76.5,72.76000213623047,75.58999633789062,52146000,-0.04032262222531102
2014-10-13,72.7708969116211,0.07999420166015625,74.77999877929688,72.5199966430664,73.2300033569336,43938000,0.0010965621499563483
2014-10-14,73.36909484863281,0.5999984741210938,74.18000030517578,72.05000305175781,74.0,50299000,0.008186680978723437
2014-10-15,72.990234375,-0.37999725341796875,73.80000305175781,70.31999969482422,71.69000244140625,61528000,-0.00517708602176814
2014-10-16,72.41197967529297,-0.5800018310546875,73.3499984741211,70.58000183105469,70.79000091552734,53529000,-0.007953989351061175
2014-10-17,75.72200775146484,3.3199996948242188,76.0,73.75,74.2300033569336,76342000,0.04469716705864357
2014-10-20,76.71900939941406,1.0,77.08999633789062,75.37999725341797,75.5999984741211,34701000,0.013080631765278738
2014-10-21,78.45378875732422,1.7400054931640625,78.73999786376953,77.1500015258789,77.55999755859375,32252000,0.022360292946597582
2014-10-22,78.13475036621094,-0.31999969482421875,79.8499984741211,78.01000213623047,78.81999969482422,41862000,-0.004074877461397897
2014-10-23,79.79972839355469,1.6699981689453125,80.62999725341797,79.01000213623047,79.37999725341797,35056000,0.021085285042788726
2014-10-24,80.42784118652344,0.6299972534179688,80.81999969482422,79.31999969482422,80.19999694824219,32248000,0.007840215096890368
2014-10-27,80.03900909423828,-0.3899993896484375,80.80000305175781,79.76000213623047,80.73999786376953,30169000,-0.004846227528227942
2014-10-28,80.52753448486328,0.48999786376953125,81.16000366210938,79.56999969482422,80.18000030517578,74212000,0.006085059169997464
2014-10-29,75.63228607177734,-4.909996032714844,76.87999725341797,74.77999877929688,75.44999694824219,106120000,-0.06271602358604955
2014-10-30,73.88753509521484,-1.75,75.3499984741211,72.9000015258789,75.05000305175781,83270000,-0.023339060107496756
2014-10-31,74.764892578125,0.8799972534179688,75.69999694824219,74.44999694824219,74.93000030517578,44544000,0.011804258627407194
2014-11-03,73.65821838378906,-1.1100006103515625,75.5199966430664,73.69999694824219,75.47000122070312,40727000,-0.014912624671646668
2014-11-04,75.53258514404297,1.8800048828125,75.7699966430664,73.6500015258789,74.2300033569336,39326000,0.025128358920382787
2014-11-05,74.60537719726562,-0.9300003051757812,76.80000305175781,74.41999816894531,76.51000213623047,35913000,-0.012351578513368544
2014-11-06,75.03408813476562,0.43000030517578125,75.5999984741211,74.30999755859375,74.88999938964844,21383000,0.005729914988170215
2014-11-07,75.37305450439453,0.339996337890625,75.86000061035156,75.0199966430664,75.38999938964844,20774000,0.004507449451939927
2014-11-10,74.77485656738281,-0.5999984741210938,75.4800033569336,74.61000061035156,75.36000061035156,21575100,-0.007968149465593655
2014-11-11,74.38603210449219,-0.3899993896484375,74.9800033569336,74.02999877929688,74.94999694824219,18715700,-0.0052135588723274395
2014-11-12,74.4957046508789,0.1100006103515625,75.13999938964844,73.54000091552734,74.27999877929688,26536600,0.0014732555936376457
2014-11-13,74.02711486816406,-0.470001220703125,75.23999786376953,73.63999938964844,74.73999786376953,26448500,-0.006310032574811331
2014-11-14,74.65522003173828,0.6299972534179688,74.93000030517578,74.04000091552734,74.2699966430664,19476900,0.008449017806745118
2014-11-17,74.01713562011719,-0.6399993896484375,75.66000366210938,73.87999725341797,74.87999725341797,28701200,-0.008583735786265478
2014-11-18,74.1168441772461,0.09999847412109375,74.80000305175781,73.9000015258789,74.44999694824219,20690500,0.001346055904188681
2014-11-19,73.1098861694336,-1.0099945068359375,74.54000091552734,73.11000061035156,74.01000213623047,25441200,-0.013679288531706746
2014-11-20,73.37905883789062,0.26999664306640625,73.98999786376953,72.51000213623047,72.80000305175781,19154900,0.003675177927009443
2014-11-21,73.52861022949219,0.15000152587890625,74.5,73.5,74.5,23060400,0.002035990217149397
2014-11-24,73.78783416748047,0.26000213623046875,74.3499984741211,73.3499984741211,73.54000091552734,22103800,0.0035192528535237244
2014-11-25,75.4029769897461,1.6199951171875,75.73999786376953,74.12999725341797,74.20999908447266,32250200,0.021652745478445645
2014-11-26,77.38700103759766,1.9900054931640625,77.77999877929688,75.51000213623047,75.52999877929688,32695300,0.025972167773839594
2014-11-28,77.46675109863281,0.07999420166015625,78.2699966430664,77.2300033569336,77.66999816894531,15992000,0.0010300567717003162
2014-12-01,74.87455749511719,-2.5999984741210938,77.30999755859375,74.80000305175781,77.26000213623047,31789900,-0.034034679645311705
2014-12-02,75.23348236083984,0.3600006103515625,75.91000366210938,75.04000091552734,75.33000183105469,16773900,0.004782163951419172
2014-12-03,74.65522003173828,-0.5800018310546875,75.7300033569336,74.4000015258789,75.37999725341797,16689900,-0.007715906913992043
2014-12-04,75.0141372680664,0.3600006103515625,75.55000305175781,74.66000366210938,74.83000183105469,14362800,0.004796180551057461
2014-12-05,76.13078308105469,1.1200027465820312,76.76000213623047,75.36000061035156,75.80000305175781,24306400,0.014776030810015328
2014-12-08,76.29029083251953,0.15999603271484375,77.25,75.4000015258789,76.18000030517578,25733900,0.002093093851408767
2014-12-09,76.60933685302734,0.31999969482421875,76.93000030517578,74.77999877929688,75.19999694824219,25358600,0.004173189539425692
2014-12-10,75.95132446289062,-0.6599960327148438,77.55000305175781,76.06999969482422,76.6500015258789,32210500,-0.008626325185020711
2014-12-11,77.49666595458984,1.5500030517578125,78.5199966430664,76.4800033569336,76.5199966430664,33462100,0.02014236137279113
2014-12-12,77.59636688232422,0.09999847412109375,78.87999725341797,77.0199966430664,77.16000366210938,28091600,0.0012856580683999752
2014-12-15,76.7588882446289,-0.8400039672851562,78.58000183105469,76.55999755859375,78.45999908447266,29396500,-0.010851468954530041
2014-12-16,74.4657974243164,-2.2999954223632812,77.38999938964844,74.58999633789062,76.19000244140625,31554600,-0.030329268486936733
2014-12-17,75.88153076171875,1.4199981689453125,76.41000366210938,74.9000015258789,75.01000213623047,29203900,0.018833423242470282
2014-12-18,78.16465759277344,2.2900009155273438,78.4000015258789,76.51000213623047,76.88999938964844,34222100,0.029644276520468082
2014-12-19,79.64020538330078,1.4799957275390625,80.0,78.33000183105469,78.75,43335000,0.018701527344659574
2014-12-22,81.20549774169922,1.5699996948242188,81.88999938964844,80.0,80.08000183105469,31395800,0.019463823416423054
2014-12-23,80.3680191040039,-0.839996337890625,82.16999816894531,80.4000015258789,82.0199966430664,19865800,-0.010366578713015606
2014-12-24,80.52753448486328,0.15999603271484375,81.43000030517578,80.75,81.02999877929688,7685500,0.001982849025394806
2014-12-26,80.53751373291016,0.01000213623046875,81.27999877929688,80.51000213623047,81.0199966430664,10647400,0.00012382713124914346
2014-12-29,79.77979278564453,-0.7600021362304688,80.95999908447266,79.70999908447266,80.48999786376953,14134700,-0.009452833545908312
2014-12-30,78.9822006225586,-0.7999954223632812,80.58999633789062,79.0999984741211,79.8499984741211,14370800,-0.010047753875108256
2014-12-31,77.7857894897461,-1.2000045776367188,79.80000305175781,77.86000061035156,79.54000091552734,19935400,-0.015263646550865317
2015-01-02,78.21450805664062,0.43000030517578125,78.93000030517578,77.69999694824219,78.58000183105469,18177500,0.005496279226434808
2015-01-05,76.95829010009766,-1.2599945068359375,79.25,76.86000061035156,77.9800033569336,26452200,-0.016191493688075376
2015-01-06,75.92141723632812,-1.0400009155273438,77.58999633789062,75.36000061035156,77.2300033569336,27399300,-0.0135648472113159
2015-01-07,75.92141723632812,0.0,77.36000061035156,75.81999969482422,76.76000213623047,22045300,0.0
2015-01-08,77.9453125,2.029998779296875,78.2300033569336,76.08000183105469,76.73999786376953,23961000,0.026308764889334313
2015-01-09,77.50662994384766,-0.44000244140625,78.62000274658203,77.19999694824219,78.19999694824219,21157000,-0.005643966323400917
2015-01-12,76.48970031738281,-1.0199966430664062,78.0,76.20999908447266,77.83999633789062,19190200,-0.013207451458580266
2015-01-13,76.22050476074219,-0.2700042724609375,78.08000183105469,75.8499984741211,77.2300033569336,25179600,-0.003525554029607747
2015-01-14,76.05101776123047,-0.1699981689453125,77.19999694824219,76.02999877929688,76.41999816894531,25918600,-0.002226127727428029
2015-01-15,73.82772064208984,-2.2299957275390625,76.56999969482422,73.54000091552734,76.4000015258789,34134000,-0.02967018280336209
2015-01-16,74.9543228149414,1.1299972534179688,75.31999969482422,73.83999633789062,74.04000091552734,21791500,0.015144660269369226
2015-01-20,76.0111312866211,1.05999755859375,76.30999755859375,74.81999969482422,75.72000122070312,22821600,0.014000989130833474
2015-01-21,76.50963592529297,0.5,77.30000305175781,75.8499984741211,76.16000366210938,25096700,0.006536825655423684
2015-01-22,77.41690826416016,0.910003662109375,77.75,76.68000030517578,77.16999816894531,19519500,0.011788512263864348
2015-01-23,77.59636688232422,0.18000030517578125,78.19000244140625,77.04000091552734,77.6500015258789,16746500,0.002315415252209796
2015-01-26,77.26734924316406,-0.3300018310546875,78.47000122070312,77.29000091552734,77.9800033569336,19260800,-0.00424904813833038
2015-01-27,75.55252075195312,-1.720001220703125,76.87999725341797,75.62999725341797,76.70999908447266,20110000,-0.022443546877360276
2015-01-28,76.0111312866211,0.45999908447265625,77.63999938964844,76.0,76.9000015258789,53306400,0.006051841844192829
2015-01-29,77.76585388183594,1.7600021362304688,78.0199966430664,74.20999908447266,76.8499984741211,61293500,0.022822595363457765
2015-01-30,75.68213653564453,-2.089996337890625,78.16000366210938,75.75,78.0,42649500,-0.02716035041813658
2015-02-02,74.764892578125,-0.9200057983398438,76.13999938964844,73.75,76.11000061035156,41955300,-0.012193733445029054
2015-02-03,75.17366027832031,0.410003662109375,75.58000183105469,73.86000061035156,75.19000244140625,26957700,0.00545255242460474
2015-02-04,75.4029769897461,0.2299957275390625,76.3499984741211,75.01000213623047,75.08999633789062,20277400,0.0030456983008679828
2015-02-05,75.3830337524414,-0.01999664306640625,75.9800033569336,75.20999908447266,75.70999908447266,15062600,-0.0002644359093544324
2015-02-06,74.24645233154297,-1.1399993896484375,75.69999694824219,74.25,75.68000030517578,21211000,-0.015192181528112414
2015-02-09,74.21654510498047,-0.029998779296875,74.83000183105469,73.44999694824219,74.05000305175781,16194300,-0.0004029115434152075
2015-02-10,74.96429443359375,0.75,75.33999633789062,74.5,74.8499984741211,15811300,0.010024811288745106
2015-02-11,76.28033447265625,1.3199996948242188,76.75,75.02999877929688,75.08999633789062,20877400,0.01740320330493006
2015-02-12,76.00118255615234,-0.279998779296875,76.87000274658203,75.88999938964844,76.86000061035156,17235000,-0.0036663491276014426
2015-02-13,75.51264190673828,-0.4900054931640625,76.4800033569336,75.5,76.45999908447266,18621900,-0.006448735768227465
2015-02-17,75.37305450439453,-0.1399993896484375,76.91000366210938,75.08000183105469,75.30000305175781,25254400,-0.0018501312669592096
2015-02-18,76.47972869873047,1.1100006103515625,76.9000015258789,75.44999694824219,75.94000244140625,22426400,0.014575803034386325
2015-02-19,79.18159484863281,2.7099990844726562,79.83999633789062,76.94999694824219,76.98999786376953,45851200,0.034718136611480155
2015-02-20,79.66015625,0.48000335693359375,80.33999633789062,79.19999694824219,79.55000305175781,36931700,0.006025669221816798
2015-02-23,78.60333251953125,-1.0600051879882812,80.19000244140625,78.37999725341797,79.95999908447266,24139100,-0.013355436034959034
2015-02-24,78.21450805664062,-0.3899993896484375,79.4800033569336,78.0999984741211,78.5,18897100,-0.004958995556260781
2015-02-25,79.32117462158203,1.1100006103515625,80.19999694824219,78.5,78.5,25593800,0.014049983021050316
2015-02-26,80.16862487792969,0.850006103515625,81.37000274658203,79.72000122070312,79.87999725341797,31111900,0.01062716880359904
2015-02-27,78.73294830322266,-1.44000244140625,81.2300033569336,78.62000274658203,80.68000030517578,30739200,-0.01807054313571843
2015-03-02,79.51060485839844,0.779998779296875,79.86000061035156,78.5199966430664,79.0,21662500,0.009828692697655406
2015-03-03,79.36104583740234,-0.15000152587890625,79.69999694824219,78.5199966430664,79.61000061035156,18635000,-0.0018826679839492044
2015-03-04,80.65715026855469,1.3000030517578125,81.1500015258789,78.8499984741211,79.30000305175781,28126700,0.016199769244738427
2015-03-05,80.96621704101562,0.30999755859375,81.98999786376953,81.05000305175781,81.2300033569336,27825700,0.0038245380949977203
2015-03-06,79.76982116699219,-1.1999969482421875,81.33000183105469,79.83000183105469,80.9000015258789,24488600,-0.01488672745916464
2015-03-09,79.2015380859375,-0.5699996948242188,79.91000366210938,78.62999725341797,79.68000030517578,18925100,-0.00714960309195245
2015-03-10,77.31721496582031,-1.8899993896484375,79.26000213623047,77.55000305175781,78.5,23067100,-0.02407912149494429
2015-03-11,77.33714294433594,0.01999664306640625,78.43000030517578,77.26000213623047,77.80000305175781,20215700,0.0002578215939026407
2015-03-12,78.69306182861328,1.3600006103515625,79.05000305175781,77.91000366210938,78.0999984741211,16093300,0.017380637018139744
2015-03-13,77.81571197509766,-0.8799972534179688,79.37999725341797,77.68000030517578,78.5999984741211,18557300,-0.01121170152524531
2015-03-16,77.83563995361328,0.01999664306640625,78.12000274658203,77.36000061035156,77.95999908447266,19305400,0.00025617016172141405
2015-03-17,79.12178039550781,1.2900009155273438,79.77999877929688,78.33999633789062,78.36000061035156,22170000,0.016388614444341698
2015-03-18,80.66712951660156,1.5500030517578125,81.23999786376953,79.16999816894531,79.25,36912400,0.019343000413725164
2015-03-19,82.50160217285156,1.839996337890625,83.0,81.0,81.12000274658203,42099500,0.022486543175907592
2015-03-20,83.54844665527344,1.0500030517578125,84.5999984741211,83.06999969482422,83.38999938964844,44466300,0.01260902964802213
2015-03-23,84.17655181884766,0.6299972534179688,84.95999908447266,83.30000305175781,83.91999816894531,27357300,0.007489748390756112
2015-03-24,85.05390930175781,0.8799972534179688,86.06999969482422,84.5199966430664,84.70999908447266,32576500,0.01036886000659809
2015-03-25,82.67108917236328,-2.3899993896484375,85.5199966430664,82.91999816894531,85.5,37436100,-0.028415386817153276
2015-03-26,82.76082611083984,0.09000396728515625,83.7699966430664,82.13999938964844,82.72000122070312,32794800,0.0010848427161649354
2015-03-27,83.04994201660156,0.29000091552734375,83.94999694824219,82.87999725341797,83.37999725341797,18372600,0.0034874776069839797
2015-03-30,82.95024108886719,-0.100006103515625,84.33999633789062,82.41000366210938,83.80999755859375,24527700,-0.0012012746611631542
2015-03-31,81.97319030761719,-0.9799957275390625,83.5,82.20999908447266,82.9000015258789,19734300,-0.011848714830858142
2015-04-01,81.42483520507812,-0.5500030517578125,82.72000122070312,80.87000274658203,82.5,22058200,-0.006711881366501693
2015-04-02,81.31517028808594,-0.1100006103515625,82.55999755859375,81.44000244140625,82.25,19664100,-0.0013477991776351672
2015-04-06,82.19253540039062,0.8800048828125,82.80999755859375,80.80000305175781,80.80000305175781,19062900,0.010731869864212484
2015-04-07,82.07289123535156,-0.12000274658203125,83.41999816894531,82.22000122070312,82.6500015258789,17467000,-0.001456697817992847
2015-04-08,82.03301239013672,-0.04000091552734375,83.0999984741211,81.83999633789062,82.62999725341797,18966700,-0.00048603786981349373
2015-04-09,81.92333221435547,-0.1100006103515625,82.80000305175781,81.70999908447266,82.5,15927300,-0.0013378002894333108
2015-04-10,81.79373168945312,-0.12999725341796875,82.61000061035156,81.91000366210938,82.20999908447266,12529700,-0.0015833052956546467
2015-04-13,82.76082611083984,0.970001220703125,83.94000244140625,81.91999816894531,81.93000030517578,26883100,0.011754163837855991
2015-04-14,83.269287109375,0.5099945068359375,83.69000244140625,82.44000244140625,83.16999816894531,19634200,0.00612497573959736
2015-04-15,82.46171569824219,-0.80999755859375,83.66000366210938,82.2699966430664,83.55000305175781,22390900,-0.009745581306467521
2015-04-16,82.06291961669922,-0.40000152587890625,83.06999969482422,82.1500015258789,82.47000122070312,13769700,-0.004847925311250556
2015-04-17,80.53751373291016,-1.529998779296875,82.11000061035156,80.37000274658203,81.4800033569336,24215000,-0.018763182299625036
2015-04-20,82.840576171875,2.30999755859375,83.1500015258789,81.23999786376953,81.54000091552734,28796800,0.028194918579066197
2015-04-21,83.36898803710938,0.5300064086914062,84.48999786376953,83.54000091552734,84.0,27171900,0.006358445171532168
2015-04-22,84.37594604492188,1.0099945068359375,84.73999786376953,83.6500015258789,84.31999969482422,45548000,0.012006022453601162
2015-04-23,82.1626205444336,-2.2199935913085938,85.58999633789062,82.41000366210938,84.0999984741211,73728100,-0.02658194801504088
2015-04-24,81.2852554321289,-0.8800048828125,82.94000244140625,81.4800033569336,82.7699966430664,29660400,-0.010735797510594836
2015-04-27,81.66412353515625,0.3800048828125,82.93000030517578,81.62999725341797,81.87000274658203,25446000,0.0046500925340726695
2015-04-28,80.43781280517578,-1.2300033569335938,81.9000015258789,80.2300033569336,81.83000183105469,23775300,-0.015130411367894503
2015-04-29,80.22844696044922,-0.20999908447265625,81.38999938964844,79.5199966430664,80.01000213623047,26430300,-0.002606257540847423
2015-04-30,78.53353881835938,-1.7000045776367188,80.95999908447266,78.31999969482422,80.01000213623047,28999000,-0.021352288229381955
2015-05-01,78.75288391113281,0.220001220703125,79.76000213623047,78.11000061035156,79.23999786376953,24136400,0.0027890640336849515
2015-05-04,78.57342529296875,-0.18000030517578125,79.69000244140625,78.62999725341797,79.33000183105469,14692000,-0.002281373744835946
2015-05-05,77.32717895507812,-1.25,78.80000305175781,77.22000122070312,78.55000305175781,22311300,-0.0159880624903721
2015-05-06,77.86554718017578,0.5400009155273438,78.80999755859375,77.05000305175781,77.97000122070312,28663000,0.006938238411334119
2015-05-07,78.19456481933594,0.3300018310546875,78.94000244140625,77.55999755859375,78.0,19749400,0.00421647380749679
2015-05-08,78.27432250976562,0.0800018310546875,79.2300033569336,78.02999877929688,79.0999984741211,19943600,0.0010195213041894746
2015-05-11,77.77583312988281,-0.5,79.02999877929688,77.93000030517578,78.4800033569336,18874100,-0.0063889814355437835
2015-05-12,77.22747802734375,-0.5500030517578125,77.88999938964844,76.79000091552734,77.87000274658203,21285300,-0.007075388717030506
2015-05-13,78.20453643798828,0.9800033569335938,78.52999877929688,77.6500015258789,77.72000122070312,21512300,0.012572370185401027
2015-05-14,81.12574005126953,2.9300003051757812,81.8499984741211,78.66999816894531,78.94000244140625,49438000,0.036672656010148685
2015-05-15,80.17859649658203,-0.9500045776367188,81.5199966430664,80.18000030517578,81.41000366210938,27069900,-0.011743809762320367
